name	x	y	z
A3	0.07	0.05	0.04
A4	0.06	0.05	0.06
A5	0.05	0.05	0.07
A8	0.07	0.07	-0.03
A9	0.06	0.07	-0.00
A10	0.06	0.06	0.02
A11	0.06	0.06	0.04
A12	0.04	0.06	0.06
A13	0.02	0.06	0.07
A14	0.00	0.06	0.08
A15	0.06	0.07	-0.04
A16	0.05	0.07	-0.02
A17	0.05	0.07	0.01
A19	0.03	0.07	0.05
A20	0.01	0.07	0.06
A21	-0.01	0.07	0.06
A22	0.04	0.08	-0.03
A23	0.04	0.08	-0.01
A24	0.03	0.08	0.01
A25	0.02	0.08	0.03
A26	-0.00	0.08	0.04
A27	-0.02	0.08	0.04
A28	0.02	0.08	-0.02
A29	0.02	0.08	-0.01
A30	0.01	0.08	0.02
A32	-0.04	0.07	0.02
B1	0.04	0.03	0.09
B2	0.03	0.01	0.10
B3	0.05	-0.00	0.10
B4	0.04	-0.03	0.10
B5	0.05	-0.04	0.09
B6	0.03	0.03	0.10
B7	0.01	0.01	0.11
B8	0.03	-0.00	0.11
B9	0.02	-0.03	0.10
B10	0.02	-0.05	0.09
B11	-0.00	0.03	0.10
B12	0.00	-0.00	0.11
B13	0.00	-0.04	0.10
B14	-0.01	0.05	0.09
B15	-0.02	0.03	0.10
B16	-0.04	0.01	0.11
B17	-0.03	-0.01	0.11
B18	-0.04	-0.03	0.11
B20	-0.01	-0.06	0.08
B21	-0.04	0.05	0.09
B22	-0.05	0.03	0.09
B23	-0.06	0.02	0.09
B24	-0.05	-0.00	0.10
B25	-0.06	-0.03	0.09
B26	-0.05	-0.04	0.09
B27	-0.03	-0.06	0.08
B28	-0.06	0.05	0.08
B29	-0.07	0.03	0.08
B30	-0.07	-0.00	0.09
B31	-0.07	-0.04	0.08
B32	-0.05	-0.06	0.08
C1	-0.07	0.04	-0.09
C2	-0.07	0.02	-0.08
C3	-0.08	0.05	0.00
C4	-0.09	0.03	0.01
C5	-0.09	0.02	0.02
C6	-0.09	-0.00	0.03
C7	-0.09	-0.02	0.01
C9	-0.07	-0.05	0.00
C10	-0.07	-0.01	-0.09
C11	-0.06	-0.03	-0.10
C12	-0.08	0.04	-0.01
C13	-0.09	0.02	-0.00
C14	-0.09	-0.00	0.01
C15	-0.09	-0.02	-0.00
C17	-0.08	0.04	-0.03
C19	-0.09	-0.00	-0.01
C20	-0.09	-0.02	-0.02
C21	-0.07	-0.04	-0.03
C22	-0.07	0.04	-0.05
C23	-0.08	0.02	-0.04
C24	-0.09	-0.00	-0.03
C25	-0.08	-0.02	-0.04
C26	-0.07	-0.04	-0.05
C27	-0.07	0.04	-0.07
C28	-0.08	0.02	-0.06
C29	-0.08	-0.00	-0.05
C30	-0.08	-0.02	-0.07
C31	-0.06	-0.03	-0.08
C32	-0.08	-0.00	-0.07
D2	0.03	-0.06	0.08
D3	0.05	-0.06	0.06
D4	0.06	-0.06	0.05
D5	-0.00	-0.07	0.07
D6	0.02	-0.07	0.06
D7	0.04	-0.07	0.05
D8	-0.01	-0.08	0.05
D9	0.01	-0.08	0.04
D10	0.03	-0.08	0.04
D11	0.05	-0.07	0.04
D12	0.07	-0.06	0.03
D14	-0.01	-0.08	0.03
D15	0.02	-0.08	0.02
D16	0.04	-0.08	0.02
D21	0.00	-0.08	0.01
D22	0.02	-0.08	0.00
D23	0.04	-0.08	-0.00
D26	0.01	-0.08	-0.02
D27	0.03	-0.08	-0.02
D28	0.05	-0.07	-0.03
D29	0.06	-0.07	-0.03
D30	0.02	-0.08	-0.04
D31	0.04	-0.07	-0.04
D32	0.05	-0.07	-0.04
E1	-0.06	-0.06	-0.00
E2	-0.05	-0.07	-0.01
E6	-0.06	-0.05	-0.04
E8	-0.05	-0.05	-0.06
E9	-0.03	-0.05	-0.07
E10	-0.05	-0.04	-0.08
E11	-0.03	-0.05	-0.09
E12	-0.05	-0.04	-0.10
E13	-0.03	-0.05	-0.11
E14	-0.02	-0.05	-0.10
E15	-0.01	-0.06	-0.08
E16	0.00	-0.07	-0.07
E17	0.02	-0.07	-0.06
E18	0.04	-0.07	-0.06
E21	0.02	-0.06	-0.07
E22	0.04	-0.06	-0.08
E28	-0.01	-0.05	-0.10
E31	-0.07	-0.06	0.02
E32	-0.06	-0.07	0.01
F3	-0.07	0.05	0.07
F5	-0.08	0.02	0.08
F6	-0.08	-0.00	0.07
F7	-0.07	-0.03	0.08
F8	-0.08	-0.04	0.06
F9	-0.06	-0.06	0.07
F10	-0.04	-0.07	0.07
F11	-0.02	-0.07	0.07
F12	-0.04	-0.08	0.03
F13	-0.03	-0.08	0.05
F14	-0.05	-0.07	0.05
F16	-0.08	-0.04	0.04
F17	-0.08	-0.02	0.06
F18	-0.09	-0.00	0.05
F20	-0.09	0.03	0.05
F21	-0.08	0.05	0.05
F25	-0.07	0.06	0.04
F26	-0.08	0.05	0.03
F27	-0.09	0.03	0.03
F31	-0.06	-0.06	0.03
G2	0.05	0.07	-0.07
G3	0.04	0.07	-0.05
G4	0.02	0.07	-0.04
G6	0.03	0.07	-0.08
G7	0.02	0.07	-0.07
G8	0.01	0.07	-0.06
G12	0.00	0.07	-0.08
G14	0.00	0.06	-0.10
G15	-0.05	0.06	-0.10
G16	-0.01	0.07	-0.09
G17	-0.01	0.07	-0.07
G18	-0.08	0.05	0.02
G19	-0.03	0.06	-0.08
G20	-0.03	0.06	-0.06
G21	-0.04	0.06	-0.04
G22	-0.05	0.07	-0.02
G24	-0.05	0.07	0.00
G25	-0.07	0.06	0.00
G26	-0.07	0.05	-0.02
G28	-0.06	0.05	-0.06
G29	-0.05	0.06	-0.08
G30	-0.06	0.05	-0.07
G31	-0.06	0.06	0.02
G32	-0.06	0.05	-0.09
H1	0.06	-0.04	0.08
H2	0.06	-0.03	0.09
H3	0.07	-0.00	0.08
H4	0.05	0.02	0.08
H5	0.06	0.04	0.07
H6	0.07	0.02	0.07
H8	0.07	-0.02	0.07
H10	0.08	-0.02	0.05
H12	0.09	-0.02	0.04
H13	0.09	-0.00	0.04
H14	0.08	0.02	0.05
H15	0.07	0.04	0.06
H22	0.09	-0.00	0.02
EXG2	0.09	-0.03	-0.04
EXG3	0.09	0.03	-0.03
EXG6	0.09	-0.02	0.02
